! This data is for documentation purposes only. It corresponds to a real source 
! at gamma energies from 0.1 to 200GeV from Fermi, with some artificial errors 
! added in all columns. For simplicity upper limits and flux have been combined.
! Use of this data outside testing and documentation for MUTIS is not allowed.
! jyear, Flux [ph/cm2/s], CFluxErr [ph/cm2/s]
jyear,CFlux,CFluxErr
2019.0116358658454,1.092806e-08,3.6338e-12
2019.0308008213553,1.033819e-08,6.1702e-12
2019.049965776865,1.471491e-08,7.5767e-13
2019.069130732375,1.33304e-08,3.6094e-13
2019.088295687885,1.51786e-08,3.0125e-11
2019.107460643395,2.430025e-08,8.5508e-09
2019.1266255989049,2.826918e-08,9.8545e-09
2019.1457905544148,2.912944e-08,1.2363e-08
2019.1649555099248,6.650051e-08,1.9084e-08
2019.1841204654347,3.475267e-08,1.3882e-08
2019.2032854209447,2.778477e-08,3.2781e-10
2019.2224503764544,1.79701e-08,1.5296e-11
2019.2416153319643,3.107538e-08,1.3916e-10
2019.2607802874743,6.079243e-08,2.1065e-08
2019.2799452429842,6.181512e-08,1.8877e-08
2019.2991101984942,8.805316e-08,1.8964e-09
2019.3182751540041,5.127405e-08,2.0028e-08
2019.337440109514,7.646312e-08,2.1917e-08
2019.356605065024,1.807326e-08,8.6947e-11
2019.375770020534,2.452219e-08,8.8241e-10
2019.3949349760437,2.730132e-08,4.7296e-11
2019.4140999315537,3.631278e-08,1.9073e-11
2019.4332648870636,2.87924e-08,4.1612e-11
2019.4524298425736,3.719618e-08,1.9854e-09
2019.4715947980835,4.318897e-08,2.5481e-08
2019.4907597535935,4.392841e-08,1.1661e-08
2019.5099247091034,5.582521e-08,1.475e-08
2019.5290896646134,6.078728e-08,1.8604e-08
2019.5482546201233,8.143776e-08,2.0508e-08
2019.567419575633,5.747388e-08,1.6093e-08
2019.586584531143,4.567894e-08,1.6541e-08
2019.605749486653,4.338097e-08,1.6011e-08
2019.624914442163,2.630872e-08,4.0131e-09
2019.6440793976728,3.081589e-08,1.287e-08
2019.6632443531828,4.897856e-08,1.8216e-08
2019.6824093086927,4.20426e-08,1.3109e-08
2019.7015742642027,2.246964e-08,9.6253e-12
2019.7207392197124,1.800012e-08,1.0089e-11
2019.7399041752224,9.221818e-08,1.1036e-09
2019.7590691307323,3.161414e-08,1.3787e-08
2019.7782340862423,1.484689e-08,3.8144e-11
2019.7973990417522,4.156432e-08,2.2028e-08
2019.8165639972622,1.699586e-08,5.7085e-11
2019.8357289527721,3.437541e-08,1.1617e-08
2019.874058863792,1.304975e-07,5.1349e-08
2019.8932238193017,5.906792e-08,2.8859e-08
2019.9123887748117,6.713231e-08,1.9358e-08
2019.9315537303216,9.23907e-08,2.4854e-08
2019.9507186858316,6.404227e-08,1.9906e-08
2019.9698836413415,5.453329e-08,1.5865e-08
2019.9890485968515,3.250754e-08,1.7113e-11
2020.0082135523614,9.544053e-08,2.5908e-08
2020.0273785078714,9.216202e-08,2.3041e-08
2020.0465434633813,8.150623e-08,3.0478e-08
2020.065708418891,9.541262e-08,2.9214e-08
2020.084873374401,1.150181e-07,3.2342e-08
2020.104038329911,8.646294e-08,2.3678e-08
2020.123203285421,5.594944e-08,1.9396e-08
2020.1423682409309,1.27363e-07,3.0137e-08
2020.1615331964408,6.917169e-08,2.5259e-08
2020.1806981519508,7.584132e-08,2.3849e-08
2020.1998631074607,1.34463e-07,3.4546e-08
2020.2190280629707,6.772903e-08,2.3987e-08
2020.2381930184804,9.883994e-08,3.2485e-08
2020.2573579739903,1.074797e-07,3.0598e-08
2020.2765229295003,1.087416e-07,3.2558e-08
2020.2956878850102,2.429458e-07,1.0838e-07
2020.3148528405202,3.987411e-07,4.1015e-08
2020.3340177960301,1.751985e-07,6.0331e-08
2020.35318275154,1.258002e-07,3.789e-08
2020.37234770705,9.257942e-08,2.5576e-08
2020.39151266256,7.675185e-08,2.6946e-08
2020.4106776180697,1.636048e-07,4.0121e-08
2020.4298425735797,1.617069e-07,4.5779e-08
2020.4490075290896,2.379069e-07,5.5995e-08
2020.4681724845996,2.275152e-07,4.8987e-08
2020.4873374401095,9.370694e-08,2.7558e-08
2020.495551266256,1.520654e-07,3.301e-08
2020.5147162217659,2.807503e-07,3.8976e-08
2020.5338811772758,2.012293e-07,3.4035e-08
2020.5530461327858,1.556512e-07,3.2845e-08
2020.5722110882957,1.98509e-07,3.4211e-08
2020.5913760438057,1.660337e-07,3.1031e-08
2020.6105409993156,6.632988e-08,2.7789e-08
2020.6297059548256,8.768707e-08,2.555e-08
2020.6488709103353,6.34148e-08,2.6425e-08
2020.6680358658452,4.92126e-08,1.9624e-08
2020.6872008213552,6.060936e-08,2.01e-08
2020.7063657768651,1.580941e-07,3.7384e-08
2020.725530732375,1.414607e-07,2.8689e-08
2020.744695687885,8.860556e-08,2.9777e-08
2020.763860643395,1.119233e-07,5.7475e-08
2020.783025598905,9.13877e-08,3.1888e-08
2020.8021905544147,6.064478e-08,1.6576e-08
2020.8213555099246,4.770228e-08,2.429e-08
2020.8405204654346,1.733534e-07,3.8865e-08
